Gene_Name	Interactions
ATP6V0C	['ATP6V0C']
ATP6V0D1	['ATP6V0D2']
ATP6V0E1	['ATP6V0E2']
ATP6V1A	['ATP6V1A']
ATP6V1B1	"['ATP6V1B1', 'ATP6V1B2']"
ATP6V1B2	['ATP6V1B2']
ATP6V1G1	"['ATP6V1G2', 'ATP6V1G3', 'ATP6V1G1']"
ATP6V1G2	"['ATP6V1G3', 'ATP6V1G2']"
ATP6V1G3	['ATP6V1G3']
ATP6V1H	"['AP2A2', 'AP2S1', 'AP2A1', 'AP2M1', 'AP2B1', 'P04601', 'CD8B', 'P9WIA1']"
ATP7A	"['PDZD11', 'ATOX1']"
ATR	"['ATRIP', 'SYCP3', 'H2AFX', 'HIST2H4A', 'HIST3H3', 'BRCA1', 'SYCP2', 'TP53', 'CDC45', 'DBF4', 'MCM10', 'CLSPN', 'CDK2', 'CDC7', 'CDC6', 'CCAR2', 'CHEK1']"
ATRIP	['TP53']
ATRX	"['HIST3H3', 'HIST2H4A', 'POT1', 'H3F3B']"
ATXN3	"['PRKN', 'RAD23B', 'RAD23A', 'VCP', 'FOXO4']"
AUH	['AUH']
AURKA	"['PHLDA1', 'AJUBA', 'HMMR', 'TPX2', 'PLK1', 'BORA', 'GADD45A', 'RBX1', 'CUL1', 'FBXL7', 'SKP1', 'SUMO1', 'TP53']"
AURKB	"['NOC2L', 'TP53', 'BIRC5', 'INCENP', 'CDCA8', 'MECP2']"
AVEN	['APAF1']
AVP	"['ARRB1', 'ARRB2', 'GNAS', 'AVPR2']"
AVPR1A	['AVP']
AVPR1B	['AVP']
AVPR2	"['ARRB2', 'ARRB1', 'AVP', 'GNAS']"
AWAT2	['RLBP1']
AXIN1	"['TNKS', 'TNKS2', 'GSK3B', 'RNF146', 'WNT8B', 'WNT3A', 'DVL1', 'DVL2', 'WNT8A', 'LRP6', 'FZD2', 'WNT1', 'FZD1', 'DVL3', 'SMURF2']"
AXIN2	"['TNKS', 'TNKS2', 'RNF146', 'SMURF2']"
AXL	"['PIK3CB', 'PIK3CA', 'PIK3R2', 'PIK3R1']"
B2M	"['B2M', 'BCAP31', 'CD3D', 'CD3G', 'TRBV12-3', 'TCRA', 'A0A0A6YYK7', 'TRAC', 'TRBC1', 'TCRB', 'CD3E', 'CD247', 'CD1B', 'CD1C', 'CD1D', 'SEC13', 'SEC31A', 'TYROBP', 'SYK', 'FYN', 'LCK', 'HLA-A', 'HLA-B', 'HLA-C', 'KIR2DL3', 'KIR2DL2', 'KIR2DS2', 'KIR2DS1', 'HLA-E', 'LNPEP', 'LILRA1', 'LILRB2', 'LILRB1', 'PDIA3', 'P04601', 'AP1S3', 'AP1S2', 'AP1B1', 'AP1M1', 'AP1M2', 'AP1S1', 'AP1G1', 'SEC23A', 'SEC24B', 'SEC24D', 'SAR1B', 'SEC24C', 'SEC24A', 'P9WNK7', 'PACS1', 'CANX']"
B3GALNT2	['DAG1']
B3GAT1	['B3GAT1']
B3GAT2	['B3GAT2']
B3GAT3	['B3GAT3']
B4GALNT1	['B4GALNT1']
B4GALNT2	['UMOD']
B4GALT1	"['B4GALT1', 'LALBA', 'NOTCH1']"
B4GALT2	['B4GALT2']
B4GALT3	['B4GALT3']
B4GALT4	['B4GALT4']
B4GALT5	['B4GALT5']
B4GALT6	['B4GALT6']
B4GAT1	"['LARGE2', 'LARGE1']"
BABAM1	"['ABRAXAS2', 'BRCC3']"
BABAM2	"['BABAM1', 'ABRAXAS2', 'BRCC3']"
BACE1	['APP']
BAD	"['BCL2', 'BCL2L11']"
BAG4	"['BAG4', 'TNFRSF1A']"
BAG6	"['UBL4A', 'GET4', 'SGTA']"
BAIAP2	"['ACTG1', 'ACTB', 'RAC1']"
BAK1	"['BAK1', 'BID']"
BAMBI	"['TGFBR2', 'TGFB1', 'TGFBR1']"
BANF1	"['BANF1', 'EMD', 'PSIP1']"
BAP1	"['BARD1', 'HCFC1']"
BARD1	"['RMI2', 'EXO1', 'TOP3A', 'DNA2', 'BLM', 'WRN', 'BRIP1', 'RMI1', 'ATR', 'ATRIP', 'RAD51AP1', 'PALB2', 'BRCA2', 'RAD51', 'RPA1', 'RPA2', 'RPA3', 'ATM', 'MRE11', 'RAD50', 'KAT5', 'NBN']"
BAX	"['BAX', 'SFN']"
BAZ1B	"['SMARCA5', 'H2AFX', 'HIST2H4A', 'HIST3H3']"
BAZ2A	['SMARCA5']
BBC3	['BCL2']
BBOX1	['BBOX1']
BCAP31	['BCAP31']
BCAR1	"['FGB', 'TLN1', 'RAP1A', 'ITGB3', 'FGG', 'ITGA2B', 'APBB1IP', 'SRC', 'PTK2', 'VWF', 'FN1', 'FGA', 'RAP1B', 'ELMO1', 'DOCK1', 'ELMO2', 'CRK', 'PDGFRB', 'PDGFB', 'PDGFA', 'PDGFRA', 'CRKL', 'SHB', 'KDR', 'HSP90AA1', 'VEGFA', 'PTK6']"
BCAT1	['BCAT1']
BCAT2	['BCAT2']
BCHE	['GHRL']
BCKDHA	"['BCKDHA', 'DBT', 'BCKDHB', 'GCSH']"
BCKDHB	"['BCKDHA', 'BCKDHB', 'DBT', 'GCSH']"
BCKDK	"['DLD', 'BCKDHA', 'BCKDHB', 'DBT']"
BCL10	"['BCL10', 'TRAF6', 'MALT1', 'PDPK1', 'CARD11', 'PRKCQ', 'MAP3K7', 'TAB2', 'CARD9', 'TAB1', 'TAB3']"
BCL2	"['BID', 'BAD']"
BCL2L1	['KRAS']
BCL2L11	"['BCL2L11', 'BCL2']"
BCR	"['PLCG1', 'BCR', 'GRB2', 'GAB2', 'STAT5B', 'STAT5A']"
BDH1	['BDH1']
BDH2	['BDH2']
BDNF	"['BDNF', 'GRB2', 'GAB1', 'PLCG1', 'SOS1', 'PTPN11', 'Q63604', 'P42337', 'P26450', 'Q8C180', 'Q62077', 'NTRK2', 'TIAM1', 'CDK5R1', 'CDK5', 'FYN', 'DOCK3', 'GRIN2B', 'P61810', 'Q03114', 'FRS3', 'D4A244', 'D4A3T0', 'P62994', 'P41499']"
BDP1	"['BRF2', 'ZNF143', 'POU2F1']"
BECN1	"['AMBRA1', 'DYNLL2', 'DYNLL1', 'PIK3R4', 'ATG14', 'PIK3C3', 'USP13', 'UVRAG']"
BEGAIN	"['GRIN2A', 'DLG3', 'GRIN2B', 'DLG2', 'DLG4', 'GRIN1', 'GRIN2D', 'GRIN2C']"
BET1	"['STX5', 'YKT6', 'SEC22B', 'USO1', 'GORASP1', 'GOLGA2']"
BET1L	"['STX5', 'YKT6', 'CUX1', 'GOLGA5', 'GOSR1', 'GOLIM4']"
BEX3	"['YWHAE', 'NGF', 'NGFR', 'CASP3', 'CASP2']"
BGN	['P09533']
BHLHE41	['NFIL3']
BHMT	['BHMT']
BHMT2	['BHMT2']
BICD1	['BICD1']
BICD2	['BICD2']
BID	"['BAX', 'BAD']"
BIN1	['AMPH']
BIN2	['BIN2']
BIRC2	"['LTBR', 'TNFSF14', 'LTB', 'LTA', 'TNFSF11', 'TNFRSF11A', 'CD40', 'CD40LG', 'TNF', 'RIPK1', 'TRAF2', 'TNFRSF1A', 'TRADD', 'TRAF3', 'MAP3K14', 'USP19']"
BIRC3	"['LTA', 'LTB', 'LTBR', 'TNFSF14', 'TNFSF11', 'TNFRSF11A', 'CD40', 'CD40LG', 'TRAF2', 'TRADD', 'TNF', 'TNFRSF1A', 'RIPK1', 'MAP3K14', 'TRAF3', 'USP19']"
BIRC5	"['INCENP', 'AURKB', 'CDCA8']"
BLK	"['IGHM', 'IGHD', 'IGKC', 'CD79B', 'CD79A']"
BLM	"['ATRIP', 'ATR', 'RMI2', 'SPIDR', 'RPA1', 'RPA2', 'RPA3', 'XRCC3', 'RAD51C']"
BLNK	"['IGHD', 'IGKC', 'CD79A', 'CD79B', 'IGHM', 'SYK', 'SH3KBP1', 'SOS1', 'GRB2']"
BMF	['BCL2']
BMI1	"['PHC1', 'RING1', 'PHC3', 'SUMO1']"
BMP1	"['APOA1', 'HSPG2', 'LAMA3', 'LAMC2', 'LAMB3', 'LOX', 'LOXL1']"
BMP10	['BMP10']
BMP2	"['BMP2', 'SMAD7', 'SMAD6', 'BMPR1A', 'BMPR1B', 'ACVR2B', 'BMPR2', 'ACVR2A', 'SMAD5', 'SMAD1', 'SMAD9', 'ZFYVE16', 'SMURF2', 'SMURF1']"
BMPR1A	"['SMAD6', 'SMAD7', 'ZFYVE16', 'SMAD1', 'SMAD9', 'SMAD5', 'SMURF1', 'SMURF2', 'BMPR1A', 'ACVR2A', 'BMPR2', 'ACVR2B']"
BMPR1B	"['SMAD6', 'SMAD7', 'SMAD5', 'SMAD9', 'ZFYVE16', 'SMAD1', 'SMURF2', 'SMURF1', 'BMPR1A', 'BMPR1B', 'ACVR2A', 'BMPR2', 'ACVR2B']"
BMPR2	"['SMAD7', 'SMAD6', 'BMPR1A', 'BMP2', 'BMPR1B', 'ZFYVE16', 'SMAD1', 'SMAD5', 'SMAD9', 'SMURF2', 'SMURF1', 'ACVR2A', 'BMPR2']"
BMT2	"['NPRL2', 'NPRL3', 'DEPDC5']"
BMX	['RUFY1']
BNIP1	['STX18']
BNIP2	"['CDON', 'CTNNB1', 'CTNNA2', 'CDH15', 'CDH2', 'CTNNA1', 'BOC', 'CDC42', 'SPAG9']"
BNIP3L	['STEAP3']
BOC	"['NTN3', 'NEO1', 'CDH15', 'CDH2', 'CTNNA2', 'CTNNA1', 'CTNNB1', 'CDC42', 'SPAG9']"
BOP1	['PES1']
BORA	"['PLK1', 'AURKA']"
BPGM	['BPGM']
BRAF	"['BRAF', 'YWHAB', 'MAP2K1', 'MAP2K2', 'MAPK3', 'MAPK1', 'NGF', 'RAP1A', 'KIDINS220', 'CRK', 'NTRK1', 'LAMTOR3', 'WDR83', 'LAMTOR2', 'RAF1', 'MARK3', 'KSR1', 'KRAS', 'NRAS', 'HRAS']"
BRCA1	"['EXO1', 'TOP3A', 'RMI2', 'BLM', 'BRIP1', 'WRN', 'DNA2', 'RMI1', 'ATR', 'ATRIP', 'RAD51', 'PALB2', 'RAD51AP1', 'BRCA2', 'BARD1', 'RPA3', 'RPA2', 'RPA1', 'ATM', 'MRE11', 'NBN', 'KAT5', 'RAD50', 'UBE2I', 'SUMO1', 'SUMO2', 'SUMO3']"
BRCA2	['RAD51']
BRD2	"['HDAC4', 'BRD2', 'CCND1']"
BRF1	['BDP1']
BRF2	"['ZNF143', 'POU2F1']"
BRIP1	"['DNA2', 'RMI2', 'WRN', 'BLM', 'EXO1', 'RMI1', 'TOP3A', 'RAD50', 'ATM', 'BARD1', 'MRE11', 'NBN', 'BRCA1', 'RBBP8', 'KAT5', 'ATR', 'ATRIP', 'RPA1', 'RPA2', 'RPA3']"
BRMS1	['SAP30L']
BRPF1	"['KAT6A', 'KAT6B', 'TP53', 'PML']"
BRWD1	"['HIST1H3F', 'HIST2H3D', 'SMARCA4']"
BSG	"['BSG', 'MMP1', 'SPN', 'CAV1', 'PPIL2', 'SLC16A3', 'SLC16A8', 'SLC16A1']"
BSND	"['CLCNKA', 'CLCNKB']"
BST1	['BST1']
BTC	"['ERBB2', 'EGFR', 'EGF', 'NRG1', 'ERBB3', 'NRG2', 'EREG', 'ERBB4', 'BTC', 'SOS1', 'GRB2', 'SHC1', 'MATK', 'MEMO1', 'RHOA', 'DIAPH1', 'PTK6', 'NRAS', 'HRAS', 'KRAS']"
BTK	"['GNA12', 'IRAK2', 'IRAK1', 'MYD88', 'GNB1', 'GNG2', 'BTK', 'TRAF6', 'VAV2', 'VAV3', 'SHC1', 'GRB2', 'LAT', 'GRAP2', 'PLCG2', 'SOS1', 'LCP2', 'PLCG1', 'VAV1', 'IRAK4', 'TEC', 'ITK']"
BTLA	"['GRB2', 'TNFRSF14']"
BTN1A1	['PPL']
BTN2A1	['CD209']
BTN3A1	['PPL']
BTRC	"['CUL1', 'RBX1', 'SKP1', 'NFKB1', 'NFKBIA', 'RELA', 'PER1', 'PER2', 'NFKBIE', 'NFKBIB', 'REL', 'GH1', 'GH2', 'JAK2', 'CSH1', 'PRL', 'PRLR', 'FBXO5', 'FZR1', 'CDC20', 'P05919', 'BORA']"
BUB1B	"['BUB3', 'CDC20', 'NEK2', 'MAD2L1']"
BUB3	['NEK2']
C12orf66	"['ITFG2', 'SZT2', 'KPTN', 'NPRL3', 'DEPDC5', 'NPRL2', 'BMT2', 'CASTOR1', 'CASTOR2']"
C1D	['MPHOSPH6']
C1GALT1C1	['C1GALT1']
C1QA	"['IGHG2', 'IGHG4', 'IGKC', 'IGHG1', 'IGHG3', 'CRP', 'C1QC', 'C1QA', 'C1QB', 'C1R', 'C1S', 'C2', 'C4B']"
C1QB	"['IGHG3', 'IGKC', 'IGHG1', 'IGHG4', 'IGHG2', 'CRP', 'C1QB', 'C1S', 'C1R', 'C2', 'C4B']"
C1QBP	"['C1QBP', 'KNG1', 'KLKB1', 'CDKN2A', 'F12']"
C1QC	"['IGHG3', 'IGHG1', 'IGHG4', 'IGHG2', 'IGKC', 'CRP', 'C1QC', 'C1QB', 'C1S', 'C1R', 'C2', 'C4B']"
C1R	"['C1R', 'C1S', 'IGHG4', 'IGHG2', 'IGHG1', 'IGKC', 'IGHG3', 'C1QB', 'C1QA', 'C1QC', 'C2', 'C4B']"
C1S	"['C1R', 'C1S', 'SERPING1', 'IGHG1', 'IGHG3', 'IGHG2', 'IGHG4', 'IGKC', 'C1QA', 'C1QC', 'C1QB', 'C2', 'C4B']"
C2	"['C2', 'CR1', 'C5', 'CD55']"
C3	"['C3', 'CFB', 'C3AR1', 'C4B', 'C2', 'CD46', 'CD55', 'CFI', 'CR1', 'CFP', 'CFHR5', 'CFHR1', 'CFHR2', 'CFHR4', 'CFH', 'C5']"
C4B	"['C4B', 'C2', 'CD46', 'CD55', 'CR1', 'C5']"
C4BPA	"['C4B', 'C2', 'PROS1', 'C4BPB', 'C4BPA']"
C4BPB	"['C4B', 'C2', 'PROS1']"
C5	"['C5', 'C5AR1', 'C5AR2', 'C6', 'C7', 'C9', 'CD59', 'C8G', 'C8B', 'C8A']"
C6	"['C9', 'CD59', 'C8G', 'C8B', 'C8A', 'C7']"
C7	"['C6', 'C9', 'CD59', 'C8A', 'C8G', 'C8B']"
C8A	"['C6', 'C5', 'C7', 'C8B', 'CD59', 'C9']"
C8B	"['C6', 'C5', 'C7', 'CD59', 'C9']"
C8G	"['C5', 'C6', 'C7', 'C8B', 'C8A', 'C9', 'CD59']"
C9	"['CD59', 'C8B', 'C8G', 'C8A', 'C9']"
C9orf3	['AGT']
CA12	['CA12']
CABIN1	['HIRA']
CABLES1	"['WEE1', 'CDK2']"
CACNA1A	"['CACNA2D2', 'CACNG2', 'CACNB4']"
CACNA1B	"['CACNB3', 'CACNG2']"
CACNA1C	"['CACNB3', 'CACNB1', 'CACNB2', 'CACNB4', 'CACNA2D2']"
CACNA1D	"['CACNB3', 'CACNB2', 'CACNB1', 'CACNB4', 'CACNA2D2']"
CACNA1E	['CACNA2D2']
CACNA1F	"['CACNB3', 'CACNB2', 'CACNB4', 'CACNB1']"
CACNA1G	['NCAM1']
CACNA1H	['NCAM1']
CACNA1I	['NCAM1']
CACNA1S	"['CACNB4', 'CACNB2', 'CACNB3', 'CACNB1']"
CACNA2D1	"['CACNB1', 'CACNA1D', 'CACNA1F', 'CACNA1C', 'CACNB4', 'CACNB2', 'CACNB3', 'CACNA1S']"
CACNA2D2	"['CACNA2D2', 'CACNA1F', 'CACNA1D', 'CACNB4', 'CACNB1', 'CACNB3', 'CACNA1S', 'CACNB2', 'CACNA1C']"
CACNA2D3	"['CACNA2D3', 'CACNA1S', 'CACNB4', 'CACNA1F', 'CACNB3', 'CACNA1C', 'CACNB2', 'CACNA1D', 'CACNB1']"
CACNA2D4	"['CACNA2D4', 'CACNB1', 'CACNB3', 'CACNB2', 'CACNA1F', 'CACNA1S', 'CACNA1D', 'CACNA1C', 'CACNB4']"
CACNB3	['CACNG2']
CACNG2	"['ADAM23', 'ADAM22', 'DLG4', 'CACNB4']"
CACNG3	"['ADAM23', 'ADAM22', 'DLG4']"
CACNG4	"['ADAM23', 'ADAM22', 'DLG4', 'CACNA1E']"
CACNG8	"['ADAM23', 'ADAM22', 'DLG4']"
CAD	['CAD']
CADM1	"['CADM1', 'CADM3']"
CADM2	"['CADM3', 'CADM2', 'CADM1']"
CADM3	"['CADM3', 'CADM1']"
CALCA	"['CALCA', 'RAMP1', 'CALCRL']"
CALCB	"['RAMP1', 'CALCRL']"
CALCR	['CALCA']
CALM3	"['ADCY8', 'ADCY1', 'NRGN', 'CAMK1', 'CAMK2D', 'CAMK2A', 'CAMK2G', 'CAMK2B', 'F1RGR1', 'CALM3', 'CAMKK1', 'CAMKK2', 'PPP3R1', 'Q8VBY2', 'GRK2', 'GRIN2B', 'DLG3', 'DLG4', 'DLG1', 'GRIN1', 'NEFL', 'LRRC7', 'DLG2', 'GRIN2A', 'ACTN2', 'ITPKB', 'ITPKC', 'MYLK', 'NFATC3', 'NFATC2', 'NFATC1', 'PPP3CA', 'PPP3CC', 'PPP3CB', 'RAC1', 'IQGAP3', 'CDC42', 'IQGAP2', 'IQGAP1', 'P28818', 'KRAS', 'NOS3', 'HSP90AA1', 'AKT1', 'CAV1', 'O88831', 'CAMK4', 'PHKB', 'PHKA2', 'PHKG2', 'PHKA1', 'MECP2', 'GIT1', 'ARHGEF7', 'PRKAG2', 'PRKAG3', 'PRKAB1', 'PRKAB2', 'PRKAA2', 'PRKAG1', 'PRKAA1', 'Q63450', 'CREB1', 'GRIA2', 'GRIA1', 'MYH9', 'MYL12A', 'MYL9', 'MYH11', 'MYL6', 'MYH14', 'MYH10', 'HRAS', 'NRAS', 'PYGB', 'PYGL', 'PYGM']"
CALR	"['CANX', 'PDIA3', 'TAP2', 'TAP1']"
CAMK1	"['GIT1', 'ARHGEF7']"
CAMK2A	"['CAMK2G', 'CAMK2D', 'CAMK2A', 'CAMK2B', 'GRIN2B', 'NEFL', 'DLG2', 'LRRC7', 'DLG3', 'DLG1', 'DLG4', 'GRIN2A', 'GRIN1', 'ACTN2', 'CALM3', 'GRIA2', 'GRIA1', 'KRAS', 'HRAS', 'NRAS', 'HSF1', 'JAK2', 'IFNGR2', 'STAT1', 'JAK1', 'IFNGR1', 'IFNG']"
CAMK2B	"['CAMK2D', 'CAMK2G', 'CAMK2B', 'CAMK2A', 'GRIN1', 'NEFL', 'GRIN2A', 'LRRC7', 'DLG4', 'DLG3', 'DLG2', 'DLG1', 'GRIN2B', 'ACTN2', 'CALM3', 'GRIA1', 'GRIA2', 'NRAS', 'KRAS', 'HRAS', 'HSF1', 'IFNGR2', 'IFNG', 'STAT1', 'IFNGR1', 'JAK1', 'JAK2']"
CAMK2D	"['CAMK2G', 'CAMK2D', 'CAMK2A', 'CAMK2B', 'GRIA1', 'GRIA2', 'HSF1', 'STAT1', 'IFNGR1', 'JAK2', 'IFNGR2', 'IFNG', 'JAK1']"
CAMK2G	"['CAMK2G', 'CAMK2D', 'CAMK2A', 'CAMK2B', 'CALM3', 'GRIA2', 'GRIA1', 'HSF1', 'JAK2', 'IFNGR1', 'JAK1', 'IFNG', 'IFNGR2', 'STAT1']"
CAMK4	"['CALM3', 'KPNA2', 'MECP2', 'CREB1']"
CAMKK1	"['CAMK4', 'CALM3', 'CAMK1']"
CAMKK2	"['P0DP29', 'PRKAG1', 'PRKAA2', 'PRKAA1', 'PRKAG2', 'PRKAG3', 'PRKAB1', 'PRKAB2', 'Q63450', 'CALM3', 'CAMK4', 'CAMK1']"
CAMKMT	['CALM3']
CAMLG	"['ASNA1', 'WRB']"
CAND1	"['CUL1', 'RBX1', 'SKP1', 'CUL3', 'COMMD1', 'CCDC22']"
CANX	"['PDIA3', 'P59594']"
CAP1	"['ABL2', 'ABL1', 'SLIT2', 'ROBO1']"
CAP2	"['ABL2', 'SLIT2', 'ROBO1', 'ABL1']"
CAPN1	"['CAPNS1', 'CAPNS2', 'CDK5R1', 'FLG', 'CDH1']"
CAPN2	['CDK5R1']
CAPNS1	"['CAPN1', 'CAPN2', 'CDK5R1', 'FLG', 'CDH1']"
CAPNS2	"['CAPN1', 'CAPN2', 'CDK5R1']"
CAPZA1	"['CAPZB', 'DCTN2', 'DCTN3', 'DCTN1', 'DCTN5', 'ACTR10', 'DCTN4', 'ACTR1A', 'DCTN6', 'PAFAH1B1', 'CARMIL1', 'RAB6A', 'BICD1', 'GALNT1', 'GALNT2']"
CAPZA2	"['CAPZB', 'DCTN1', 'DCTN2', 'DCTN3', 'ACTR10', 'DCTN5', 'DCTN4', 'DCTN6', 'ACTR1A', 'PAFAH1B1', 'CARMIL1', 'GALNT1', 'GALNT2', 'RAB6A', 'BICD1']"
CAPZA3	"['CAPZB', 'DCTN1', 'DCTN3', 'DCTN2', 'DCTN4', 'DCTN5', 'DCTN6', 'ACTR1A', 'ACTR10', 'PAFAH1B1', 'BICD1', 'GALNT2', 'GALNT1', 'RAB6A']"
CAPZB	"['DCTN1', 'DCTN2', 'DCTN3', 'DCTN4', 'DCTN5', 'ACTR1A', 'ACTR10', 'DCTN6', 'PAFAH1B1', 'CARMIL1', 'RAB6A', 'GALNT2', 'BICD1', 'GALNT1']"
CARD11	"['CARD11', 'PDPK1', 'BCL10', 'MALT1', 'TRAF6', 'PRKCQ', 'MAP3K7', 'TAB2']"
CARD8	['CASP9']
CARD9	"['CARD9', 'TRAF6', 'TAB1', 'TAB2', 'TAB3', 'MAP3K7']"
CARS	['CARS']
CASC3	"['RBM8A', 'MAGOHB', 'MAGOH', 'RNPS1', 'UPF2']"
CASK	"['EPB41', 'EPB41L3', 'EPB41L5', 'EPB41L2', 'APBA1', 'LIN7A', 'LIN7C', 'LIN7B']"
CASP1	"['CASP1', 'IL37', 'IL1B', 'IL18']"
CASP10	"['FADD', 'FASLG', 'FAS', 'RIPK1', 'MAVS', 'TNFRSF10B', 'TNFSF10', 'TNFRSF10A', 'CHUK', 'IKBKB', 'IKBKG', 'CASP10', 'TRIM25', 'DDX58', 'RNF135', 'IFIH1', 'CASP8']"
CASP14	"['CASP14', 'LCE3D', 'CDSN', 'LCE1A', 'FLG']"
CASP2	['CASP2']
CASP3	"['CASP3', 'DIABLO', 'XIAP', 'DFFB', 'DFFA', 'PRKCD', 'DCC', 'UNC5A', 'UNC5B', 'APC', 'BIRC2', 'DBNL', 'SPTAN1', 'IL16', 'ACIN1', 'DSG1', 'DSG2', 'DSG3', 'DSP', 'CDH1', 'BMX', 'GAS2', 'STK26', 'STK24', 'PRKCQ', 'ROCK1', 'TJP1', 'MAPT', 'TJP2', 'ADD1', 'FNTA', 'GSN', 'OCLN', 'PKP1', 'VIM', 'PAK2', 'Q29502', 'STK3', 'SAV1', 'STK4']"
CASP6	"['CASP6', 'LMNA', 'LMNB1', 'VIM', 'SATB1']"
CASP7	"['CASP7', 'DIABLO', 'XIAP', 'PTK2', 'GAS2', 'STK24', 'CLSPN', 'VIM']"
CASP8	"['P16767', 'CASP8', 'TNFSF10', 'RIPK1', 'FASLG', 'TRADD', 'FAS', 'TRAF2', 'FADD', 'CFLAR', 'TNFRSF10A', 'TNFRSF10B', 'MAVS', 'PYCARD', 'NOD1', 'TLR3', 'TICAM1', 'CHUK', 'IKBKB', 'IKBKG', 'RNF135', 'TRIM25', 'IFIH1', 'DDX58', 'CASP10', 'BCAP31', 'VIM', 'BID', 'IL1B', 'PLEC']"
CASP8AP2	['SUMO1']
CASP9	"['CYCS', 'APAF1', 'CASP9', 'APPL1', 'DCC', 'UACA', 'CASP3', 'CASP7']"
CASQ1	['CASQ1']
CASQ2	['CASQ2']
CAST	"['CAPNS1', 'CAPN1', 'CAPNS2', 'CAPN2']"
CASTOR1	['CASTOR1']
CASTOR2	['CASTOR1']
CAT	['CAT']
CATSPER1	"['CATSPERB', 'CATSPERD', 'CATSPERG', 'CATSPER3', 'CATSPER1']"
CATSPER2	"['CATSPERB', 'CATSPER1', 'CATSPER2', 'CATSPERD', 'CATSPER4', 'CATSPER3', 'CATSPERG']"
CATSPER3	"['CATSPER3', 'CATSPERB', 'CATSPERG', 'CATSPERD']"
CATSPER4	"['CATSPERD', 'CATSPERG', 'CATSPER4', 'CATSPER3', 'CATSPER1', 'CATSPERB']"
CAV1	"['ESR1', 'NOS3', 'HSP90AA1', 'NOSTRIN', 'DNM2', 'CALM3', 'WASL']"
CAV3	"['TRIM72', 'DYSF', 'ANXA1', 'ANXA2']"
CAVIN1	"['TTF1', 'UBTF']"
CBFB	"['RUNX3', 'CCND1', 'BRD2', 'HDAC4', 'EP300', 'Q08775', 'RUNX1', 'PRMT1', 'CDK6', 'ELF1', 'ELF2', 'ESR1', 'FOXP3', 'NFATC2', 'PAX5', 'PRMT6', 'SIN3A', 'SMARCC1', 'SMARCA2', 'SMARCC2', 'SMARCA4', 'SMARCB1', 'YAP1', 'RUNX2', 'SP7', 'SMAD4', 'SMAD1']"
CBL	"['PTPN11', 'FGFR3', 'FRS2', 'FGF19', 'FGFR4', 'KLB', 'BLNK', 'CDC42', 'ARHGEF7', 'GRB2', 'KIT', 'KITLG', 'SOS1', 'SH2B2', 'SPRY2', 'SPRY1', 'EGFR', 'CBL', 'REPS2', 'EPS15', 'EPN2', 'EPN1', 'PIK3R1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'SH3GL2', 'SH3KBP1', 'HGS', 'STAM2', 'STAM', 'MET', 'HGF', 'TGFBR2', 'CRK', 'CRKL', 'RAPGEF1', 'VAV1', 'UBE2M', 'NEDD8', 'PPP2CB', 'PPP2R1A', 'PPP2CA']"
CBLL1	"['CBLL1', 'P0DJM0', 'CTNND1', 'CDH1', 'CTNNB1']"
CBR4	"['HSD17B8', 'CBR4']"
CBS	['CBS']
CBX4	['SUMO1']
CBX5	"['HIST1H3F', 'H3F3B', 'HIST2H3D', 'SUMO1', 'UBE2I']"
CBY1	"['XPO1', 'CTNNB1']"
CC2D1B	"['SPAST', 'VPS4A']"
CCDC22	"['COMMD1', 'DCUN1D3', 'SKP1', 'RBX1', 'CUL1', 'DDB1', 'CUL4A', 'CUL4B', 'NEDD8', 'UBE2F', 'DCUN1D1', 'UBE2M', 'CAND1']"
CCDC8	"['OBSL1', 'NEDD8', 'CUL9', 'RBX1']"
CCK	"['CCKBR', 'CCKAR']"
CCKBR	['GAST']
CCL13	"['CCR2', 'CCR3']"
CCL20	['CCR6']
CCNA1	['CDK1']
CCNA2	['CDK1']
CCNB1	"['CDK1', 'NUMA1', 'BORA', 'PDS5A', 'CDCA5', 'PDS5B', 'WAPL', 'LBR', 'LPIN1', 'MASTL', 'Q6NTJ3', 'HIST2H4A', 'PHF8', 'RUNX2', 'CBFB', 'LMNA', 'NEK9', 'FZR1', 'GORASP1', 'RAB1A', 'GOLGA2', 'USO1', 'Q62839', 'P41542', 'O35254', 'CDC20', 'FBXO5']"
CCNB2	"['CDK1', 'BORA', 'PDS5B', 'PDS5A', 'WAPL', 'CDCA5', 'LBR', 'NEK9', 'GORASP1', 'RAB1A', 'GOLGA2', 'USO1', 'Q62839', 'O35254', 'P41542']"
CCNC	"['CDK8', 'P21783', 'SNW1', 'MAML3', 'KAT2B', 'MAML1', 'EP300', 'MAML2', 'RBPJ', 'SMAD2', 'SMAD3', 'SMAD4']"
CCND1	"['BRD2', 'HDAC4', 'CDK4', 'PRMT5', 'WDR77', 'CREBBP', 'CDKN1B', 'CDKN1A', 'CBFB', 'RUNX3', 'PTK6', 'E2F4', 'TFDP1', 'TFDP2', 'RBL1', 'RB1', 'E2F5', 'RBL2']"
CCND3	['RUNX1']
CCNE1	"['CDK2', 'SKP2', 'CKS1B', 'CUL1', 'SKP1', 'CDKN1B', 'CDKN1A', 'CDC6']"
